## Northumbria University, Release r32 (SWID 119)
## 01-01-2024 10:00:00
## -1071 377 -592 257 1618 -697 605 -251 0
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark
104 66 2 1 325 67 -2 -1 0 0000
119 62 2 1 284 71 0 1 -1 0000
108 67 2 1 307 17 -2 -1 -2 0000
64 47 1 1 276 36 3 4 0 0000
70 39 1 1 282 28 0 3 -1 0000
58 15 1 1 303 27 -4 0 -1 0000
54 30 1 1 271 12 -2 0 -3 0000
35 54 1 0 271 33 1 -1 -3 0000
-21 9 0 0 289 -9 0 1 1 0000
22 4 0 0 257 43 1 1 -2 0000
35 -33 1 0 259 31 1 -1 -1 0000
34 54 1 0 271 17 2 -2 2 0000
18 -8 0 0 242 32 2 2 1 0000
28 7 1 0 240 -20 -1 2 2 0000
5 -17 0 0 239 12 0 -1 -3 0000
-42 -19 -1 -1 181 0 -5 0 0 0000
2 -25 0 0 189 -12 0 5 1 0000
2 25 0 0 181 -33 -1 -2 -2 0000
-67 -45 -1 -1 194 -15 2 -1 3 0000
30 40 1 0 175 -51 1 -1 4 0000
-32 -22 -1 0 139 -59 0 0 0 0000
18 30 0 0 170 -33 -1 -1 -1 0000
6 -19 0 0 117 -23 0 -2 1 0000
-31 -12 -1 0 113 -16 3 -1 -3 0000
5 13 0 0 126 -63 1 4 0 0000
35 3 1 0 89 -91 0 0 -2 0000
2 -14 0 0 73 -60 -1 1 -3 0000
-13 -12 0 0 50 -69 2 -1 2 0000
-3 3 0 0 31 -89 1 -1 -1 0000
-14 -16 0 0 36 -89 1 -3 -2 0000
-53 -42 -1 -1 39 -74 0 -2 0 0000
0 -31 0 0 30 -106 3 0 -2 0000
-33 -46 -1 0 -13 -116 1 3 -6 0000
-53 21 -1 -1 -35 -93 1 2 2 0000
-64 -23 -1 -1 -51 -75 1 -4 -4 0000
-17 -12 0 0 -69 -111 -2 0 -1 0000
13 -2 0 0 -47 -157 -1 -2 2 0000
-51 -62 -1 -1 -29 -101 -3 2 1 0000
-28 -41 -1 0 -61 -167 1 0 -2 0000
8 8 0 0 -98 -151 -2 -2 1 0000
-44 -38 -1 -1 -108 -111 5 0 -1 0000
39 0 1 0 -112 -140 4 4 3 0000
-30 -18 -1 0 -100 -127 1 -2 -4 0000
-20 -12 0 0 -110 -151 -4 0 0 0000
31 -21 1 0 -153 -151 0 3 -3 0000
11 -32 0 0 -117 -123 3 0 3 0000
20 -1 0 0 -145 -120 1 -2 -1 0000
-40 -22 -1 0 -174 -155 0 -1 0 0000
26 23 1 0 -195 -155 1 1 -6 0000
-6 -4 0 0 -183 -194 -2 2 2 0000
9 26 0 0 -196 -188 -3 1 1 0000
-4 -9 0 0 -198 -146 1 -2 -3 0000
-11 19 0 0 -216 -151 -3 0 2 0000
58 47 1 1 -205 -174 -1 -1 1 0000
-45 -13 -1 -1 -193 -169 4 0 -1 0000
38 14 1 0 -203 -215 1 1 3 0000
-15 4 0 0 -210 -179 -2 1 2 0000
-27 -20 -1 0 -227 -180 0 -2 2 0000
16 -13 0 0 -240 -183 -3 2 1 0000
-17 -2 0 0 -253 -240 -2 4 4 0000
23 40 0 0 -269 -190 0 -1 -1 0000
-33 -31 -1 0 -237 -199 -1 2 -3 0000
-37 -8 -1 0 -262 -206 2 -3 1 0000
34 43 1 0 -282 -207 2 0 -2 0000
18 5 0 0 -258 -235 3 -1 2 0000
-9 -12 0 0 -251 -231 1 2 3 0000
11 10 0 0 -254 -221 1 1 0 0000
-3 5 0 0 -253 -234 2 -2 -2 0000
-2 -13 0 0 -278 -239 2 1 -2 0000
-19 -36 0 0 -275 -224 2 -3 1 0000
4 10 0 0 -289 -242 -1 2 0 0000
-8 -10 0 0 -288 -278 -1 0 1 0000
34 -3 1 0 -282 -246 -1 -3 -4 0000
-54 -24 -1 -1 -274 -274 0 1 0 0000
16 10 0 0 -267 -241 -2 0 0 0000
-20 -1 0 0 -307 -268 -3 -4 -1 0000
-20 28 0 0 -275 -237 3 -1 2 0000
-5 -12 0 0 -265 -258 6 -2 1 0000
38 22 1 0 -258 -270 3 -1 -1 0000
-46 8 -1 -1 -294 -235 1 1 0 0000
-31 -20 -1 0 -282 -301 -1 -1 4 0000
-10 5 0 0 -284 -249 -2 -1 -1 0000
2 26 0 0 -270 -265 0 -2 -5 0000
3 29 0 0 -274 -295 -1 0 1 0000
56 22 1 1 -287 -301 3 -1 -2 0000
4 -6 0 0 -264 -281 2 0 1 0000
-5 -16 0 0 -287 -288 0 0 1 0000
2 1 0 0 -286 -263 -2 2 0 0000
-30 -4 -1 0 -298 -329 1 1 2 0000
19 -7 0 0 -306 -316 1 2 -1 0000
-25 -23 -1 0 -286 -326 0 -1 -1 0000
-31 -47 -1 0 -298 -283 0 -1 0 0000
10 11 0 0 -314 -318 -1 1 1 0000
14 40 0 0 -313 -317 -2 -3 0 0000
-50 -32 -1 -1 -282 -284 1 0 -2 0000
38 72 1 0 -289 -359 1 -1 0 0000
-63 -24 -1 -1 -331 -337 -5 1 -1 0000
28 16 1 0 -290 -340 3 2 0 0000
-1 12 0 0 -290 -381 -3 -3 -2 0000
31 18 1 0 -245 -347 2 1 1 0000
10 -7 0 0 -266 -349 3 4 0 0000
32 21 1 0 -309 -337 -1 4 1 0000
-21 -34 0 0 -283 -355 1 0 2 0000
-10 8 0 0 -297 -376 0 1 1 0000
-88 -36 -2 -1 -303 -342 3 2 0 0000
-85 -50 -2 -1 -287 -348 2 -1 0 0000
-73 -56 -1 -1 -284 -352 -3 -1 1 0000
-131 -89 -3 -2 -271 -348 -2 -1 -1 0000
-233 -123 -5 -3 -295 -369 2 -3 0 0000
-238 -157 -5 -3 -315 -351 -3 2 -4 0000
-238 -133 -5 -3 -321 -334 2 1 4 0000
-274 -144 -5 -3 -298 -380 0 2 -1 0000
-261 -144 -5 -3 -290 -418 0 0 1 0000
-160 -103 -3 -2 -294 -372 -4 -1 -2 0000
-198 -105 -4 -2 -328 -339 -2 0 2 0000
-90 -49 -2 -1 -306 -383 3 1 0 0000
34 0 1 0 -318 -418 -1 1 4 0000
175 135 3 2 -286 -399 1 0 1 0000
397 234 8 5 -294 -420 -2 -2 1 0000
734 474 15 9 -280 -375 -1 1 0 0000
1066 640 21 13 -292 -415 -3 2 -1 0000
1487 894 30 18 -301 -394 1 4 -2 0000
1687 1032 34 20 -293 -390 -1 -1 0 0000
1766 1082 35 21 -282 -394 2 0 2 0001
1597 946 32 19 -293 -390 3 0 -4 0000
1431 852 29 17 -282 -418 3 -2 0 0000
1022 598 20 12 -304 -426 -2 -1 0 0000
674 411 13 8 -255 -443 2 -1 0 0000
298 139 6 4 -270 -435 -2 2 0 0000
129 60 3 2 -280 -434 -4 0 0 0000
-72 1 -1 -1 -266 -404 2 0 2 0000
-132 -96 -3 -2 -257 -417 -3 0 -2 0000
-201 -85 -4 -2 -271 -395 3 2 2 0000
-205 -148 -4 -2 -227 -434 1 3 0 0000
-205 -107 -4 -2 -231 -436 0 -3 0 0000
-183 -119 -4 -2 -238 -403 3 -1 -2 0000
-98 -83 -2 -1 -225 -439 -2 2 -2 0000
-104 -59 -2 -1 -244 -445 4 4 2 0000
-76 -62 -2 -1 -247 -480 -5 0 0 0000
73 88 1 1 -232 -436 -3 3 -1 0000
46 34 1 1 -216 -463 3 2 1 0000
118 42 2 1 -235 -461 0 -3 -4 0000
108 79 2 1 -182 -447 -1 1 3 0000
148 127 3 2 -195 -447 -1 -3 0 0000
174 134 3 2 -185 -454 -3 -1 -2 0000
118 48 2 1 -179 -450 2 1 2 0000
199 126 4 2 -169 -449 0 -2 -4 0000
174 111 3 2 -195 -447 0 0 2 0000
273 143 5 3 -175 -479 -3 0 -1 0000
250 149 5 3 -160 -458 4 0 0 0000
280 166 6 3 -131 -443 4 0 -2 0000
249 134 5 3 -126 -451 1 0 1 0000
273 163 5 3 -129 -480 2 -1 -2 0000
294 137 6 4 -129 -471 -6 1 0 0000
308 209 6 4 -114 -505 1 2 -3 0000
281 182 6 3 -98 -479 0 -1 0 0000
315 180 6 4 -110 -503 -2 0 -1 0000
297 167 6 4 -112 -482 -1 -1 0 0000
388 237 8 5 -72 -467 -1 -1 -2 0000
348 223 7 4 -88 -491 -2 -2 1 0000
385 284 8 5 -40 -457 0 0 -2 0000
368 214 7 4 -57 -491 -3 -3 3 0000
403 229 8 5 -36 -470 -2 -2 2 0000
398 256 8 5 -31 -483 1 1 2 0000
424 241 8 5 -3 -498 -3 -2 -1 0000
424 254 8 5 20 -487 -4 1 1 0000
414 237 8 5 42 -463 1 4 -2 0000
389 264 8 5 35 -465 -2 0 0 0000
389 255 8 5 70 -476 0 1 0 0000
418 237 8 5 79 -487 1 3 3 0000
376 267 8 5 76 -491 -2 0 1 0000
432 295 9 5 96 -514 0 0 -1 0000
412 225 8 5 86 -483 -2 4 -1 0000
402 255 8 5 117 -534 -2 2 0 0000
383 233 8 5 171 -493 1 -3 -2 0000
403 239 8 5 144 -492 -2 -1 -1 0000
374 231 7 4 149 -497 0 1 1 0000
352 190 7 4 172 -500 3 3 -1 0000
336 234 7 4 183 -513 2 1 -1 0000
331 218 7 4 191 -500 2 -2 2 0000
350 199 7 4 202 -516 -2 2 -2 0000
317 156 6 4 200 -453 1 1 1 0000
284 137 6 3 223 -518 2 -1 4 0000
279 129 6 3 217 -518 4 2 -2 0000
204 109 4 2 234 -489 1 -3 -4 0000
268 171 5 3 259 -462 -2 -2 1 0000
275 146 6 3 258 -518 3 1 0 0000
198 145 4 2 268 -487 -1 2 3 0000
222 120 4 3 276 -480 -3 1 -1 0000
191 120 4 2 299 -503 3 0 -2 0000
169 105 3 2 269 -519 4 2 -3 0000
183 105 4 2 267 -523 -1 -1 2 0000
146 95 3 2 298 -520 -2 2 -2 0000
154 86 3 2 285 -499 -2 -1 -2 0000
184 111 4 2 289 -519 0 -2 3 0000
83 30 2 1 310 -540 0 1 0 0000
103 93 2 1 330 -507 2 2 2 0000
100 92 2 1 321 -501 4 0 -1 0000
141 108 3 2 298 -508 1 4 -1 0000
121 112 2 1 322 -503 0 0 -1 0000
85 50 2 1 336 -483 0 0 -2 0000
42 44 1 1 306 -515 1 1 0 0000
80 72 2 1 315 -509 0 1 0 0000
68 45 1 1 279 -515 3 0 2 0000
74 27 1 1 273 -484 1 1 -2 0000
53 31 1 1 290 -504 1 0 -4 0000
6 -33 0 0 279 -508 -3 -1 -1 0000
34 30 1 0 263 -520 1 3 3 0000
84 34 2 1 264 -509 1 1 0 0000
-15 7 0 0 192 -521 5 -2 0 0000
36 29 1 0 234 -477 0 -3 2 0000
76 61 2 1 223 -478 -4 -2 -1 0000
11 -10 0 0 234 -497 -1 2 -2 0000
38 34 1 0 209 -509 0 2 -3 0000
6 34 0 0 204 -505 -2 -1 0 0000
31 20 1 0 192 -502 2 4 2 0000
-23 5 0 0 192 -493 4 0 0 0000
-4 8 0 0 163 -487 2 0 2 0000
46 28 1 1 149 -478 -2 0 1 0000
81 61 2 1 153 -462 0 -1 4 0000
-1 3 0 0 141 -468 1 2 2 0000
22 17 0 0 96 -502 -2 3 -3 0000
46 18 1 1 91 -490 2 0 -2 0000
3 38 0 0 73 -503 -1 0 1 0000
13 22 0 0 106 -494 0 0 1 0000
31 -21 1 0 82 -514 2 2 1 0000
-63 -31 -1 -1 63 -504 -1 0 -1 0000
27 37 1 0 41 -485 -6 1 2 0000
-19 -26 0 0 29 -470 4 3 0 0000
11 9 0 0 7 -487 3 3 2 0000
-3 -35 0 0 -9 -447 1 -1 1 0000
5 37 0 0 -5 -499 0 -1 0 0000
35 28 1 0 -30 -480 5 1 3 0000
17 -2 0 0 -23 -488 -2 1 0 0000
-9 8 0 0 -33 -457 -2 6 -3 0000
10 30 0 0 -43 -494 1 -2 1 0000
34 3 1 0 -60 -472 2 -2 1 0000
23 40 0 0 -119 -417 -3 -1 -2 0000
-37 -28 -1 0 -93 -484 -1 1 -1 0000
-82 -42 -2 -1 -84 -436 1 4 -1 0000
18 6 0 0 -111 -509 -1 0 2 0000
-4 -24 0 0 -117 -453 -1 1 1 0000
19 -16 0 0 -135 -516 -1 3 0 0000
16 48 0 0 -173 -452 -1 -1 3 0000
-7 -18 0 0 -143 -433 -3 -4 1 0000
18 12 0 0 -181 -480 -1 3 1 0000
24 -22 0 0 -149 -465 -2 0 -2 0000
36 19 1 0 -177 -462 -1 1 -3 0000
10 -3 0 0 -186 -466 1 0 1 0000
-19 -28 0 0 -183 -461 0 4 -1 0000
1 5 0 0 -174 -457 1 -1 -1 0000
-30 -23 -1 0 -224 -424 2 0 0 0000
12 25 0 0 -198 -427 2 -1 2 0000
-35 -7 -1 0 -186 -459 0 1 -2 0000
71 22 1 1 -218 -453 -2 4 -1 0000
-49 -44 -1 -1 -237 -450 1 -1 3 0000
4 -22 0 0 -217 -436 -3 0 2 0000
68 21 1 1 -244 -404 1 -1 -2 0000
-25 20 0 0 -285 -428 3 -2 -1 0000
-18 49 0 0 -257 -450 -1 0 1 0000
-54 18 -1 -1 -250 -416 1 2 0 0000
-38 -13 -1 0 -278 -401 -1 0 0 0000
-23 10 0 0 -251 -437 3 1 0 0000
-39 -16 -1 0 -284 -433 0 -2 -3 0000
19 22 0 0 -279 -428 -2 1 -3 0000
52 36 1 1 -284 -443 0 1 -3 0000
-17 1 0 0 -266 -399 -1 -1 -2 0000
-25 0 -1 0 -266 -370 3 1 0 0000
44 16 1 1 -287 -415 -1 0 -1 0000
-36 -8 -1 0 -283 -427 2 1 -2 0000
19 49 0 0 -273 -418 -1 5 0 0000
32 40 1 0 -277 -390 2 -2 2 0000
70 47 1 1 -265 -414 -2 -2 4 0000
23 12 0 0 -310 -410 2 -3 1 0000
-16 -4 0 0 -269 -368 -1 2 1 0000
49 16 1 1 -288 -409 -1 0 1 0000
-40 -55 -1 0 -301 -401 4 1 2 0000
25 42 1 0 -294 -376 3 -1 -2 0000
12 -10 0 0 -278 -409 -3 -1 -1 0000
-60 -30 -1 -1 -268 -381 0 -2 2 0000
7 39 0 0 -276 -366 -1 -3 2 0000
21 26 0 0 -303 -386 0 -2 0 0000
10 44 0 0 -284 -351 -1 1 -1 0000
56 5 1 1 -316 -358 0 -6 1 0000
-4 -17 0 0 -295 -382 3 1 -1 0000
-32 -15 -1 0 -317 -352 0 2 -2 0000
1 0 0 0 -315 -335 3 2 2 0000
15 23 0 0 -285 -386 0 2 1 0000
-61 -11 -1 -1 -300 -385 0 1 0 0000
-2 32 0 0 -327 -342 -1 -2 1 0000
29 44 1 0 -297 -306 0 0 -2 0000
7 -11 0 0 -282 -332 2 1 -5 0000
28 16 1 0 -289 -373 -1 2 2 0000
56 43 1 1 -294 -329 -2 -2 -4 0000
-45 -33 -1 -1 -293 -331 3 -1 1 0000
52 31 1 1 -285 -337 0 -4 -1 0000
31 11 1 0 -287 -340 -1 -2 0 0000
49 41 1 1 -269 -332 -2 -1 2 0000
25 45 1 0 -318 -317 -1 0 0 0000
3 -21 0 0 -345 -319 3 1 -1 0000
48 38 1 1 -310 -315 -1 4 1 0000
-29 -39 -1 0 -288 -309 2 -2 2 0000
-103 -61 -2 -1 -262 -304 2 0 1 0000
-68 -46 -1 -1 -316 -291 -1 1 -1 0000
-161 -106 -3 -2 -299 -254 -3 5 -2 0000
-98 -61 -2 -1 -324 -309 -2 4 -1 0000
-219 -97 -4 -3 -286 -305 -4 -4 0 0000
-172 -84 -3 -2 -287 -302 -4 -3 1 0000
-251 -143 -5 -3 -287 -286 -1 -1 1 0000
-246 -158 -5 -3 -297 -308 -1 1 3 0000
-181 -108 -4 -2 -330 -308 -2 3 1 0000
-184 -108 -4 -2 -264 -294 -5 3 2 0000
-194 -89 -4 -2 -312 -262 2 1 2 0000
-89 -43 -2 -1 -280 -293 -4 1 -2 0000
11 8 0 0 -279 -305 -4 1 -2 0000
154 90 3 2 -288 -295 2 -2 -1 0000
434 226 9 5 -284 -251 5 -1 0 0000
806 473 16 10 -317 -297 -3 3 2 0000
1060 629 21 13 -295 -286 -2 -3 3 0000
1446 850 29 17 -296 -243 3 1 0 0000
1797 1108 36 22 -287 -213 0 2 1 0000
1820 1120 36 22 -300 -241 2 -2 -2 0001
1699 1008 34 20 -289 -253 -1 -3 2 0000
1435 877 29 17 -271 -229 0 1 -4 0000
1015 624 20 12 -272 -241 4 0 -2 0000
680 416 14 8 -267 -228 1 -2 2 0000
325 232 6 4 -303 -242 -1 1 1 0000
75 18 1 1 -263 -229 -2 -1 0 0000
-46 -27 -1 -1 -278 -216 -2 1 1 0000
-175 -79 -4 -2 -251 -229 0 -1 2 0000
-189 -123 -4 -2 -239 -226 0 -2 -1 0000
-207 -144 -4 -2 -246 -219 -3 3 -5 0000
-198 -124 -4 -2 -233 -175 2 2 -2 0000
-173 -86 -3 -2 -250 -175 -4 1 1 0000
-116 -69 -2 -1 -249 -193 0 1 2 0000
-112 -90 -2 -1 -252 -170 2 -1 2 0000
-63 -18 -1 -1 -236 -159 -1 1 2 0000
1 5 0 0 -247 -165 -2 3 -1 0000
101 79 2 1 -215 -190 3 2 -2 0000
101 45 2 1 -221 -213 0 2 1 0000
125 90 3 2 -210 -158 -2 -1 -4 0000
146 67 3 2 -186 -168 -2 2 -3 0000
174 113 3 2 -166 -160 -1 0 1 0000
202 131 4 2 -202 -150 0 1 -1 0000
202 89 4 2 -177 -162 -1 3 0 0000
244 164 5 3 -184 -134 2 2 -1 0000
267 129 5 3 -190 -152 0 -2 -3 0000
275 144 5 3 -192 -167 -1 -2 0 0000
261 182 5 3 -149 -144 0 -1 5 0000
312 186 6 4 -149 -158 -2 3 -1 0000
288 188 6 3 -135 -176 1 -2 2 0000
303 185 6 4 -132 -101 -1 -3 -4 0000
313 145 6 4 -127 -112 0 -3 -4 0000
344 176 7 4 -109 -129 2 0 -1 0000
315 168 6 4 -98 -121 1 1 0 0000
322 183 6 4 -99 -152 -2 0 -2 0000
406 257 8 5 -81 -101 3 1 -2 0000
326 177 7 4 -74 -107 -3 2 0 0000
415 245 8 5 -24 -60 -2 4 -1 0000
337 214 7 4 -11 -72 -2 -2 -1 0000
447 253 9 5 -28 -99 0 1 -1 0000
397 276 8 5 -19 -89 -2 1 -1 0000
477 285 10 6 10 -78 -1 -1 0 0000
419 289 8 5 13 -86 -3 1 1 0000
394 230 8 5 -18 -83 -2 0 -1 0000
440 241 9 5 31 -87 0 4 0 0000
422 294 8 5 32 -75 -2 2 2 0000
435 290 9 5 45 -53 -2 3 -2 0000
420 276 8 5 104 -66 0 0 0 0000
451 320 9 5 93 -91 2 -1 -3 0000
434 276 9 5 97 -67 1 -2 2 0000
388 235 8 5 93 -39 0 0 0 0000
400 249 8 5 123 6 0 2 0 0000
435 226 9 5 123 -16 -2 4 -1 0000
383 191 8 5 134 -14 -3 -1 -5 0000
405 252 8 5 164 -7 -2 -1 1 0000
391 225 8 5 175 -23 -4 -2 0 0000
354 229 7 4 214 -4 1 1 0 0000
360 203 7 4 206 16 1 0 -2 0000
307 226 6 4 206 3 2 -1 3 0000
309 183 6 4 229 -7 2 0 2 0000
356 157 7 4 256 8 -1 -2 -2 0000
293 217 6 4 245 -12 1 3 1 0000
309 196 6 4 265 -17 -1 -4 0 0000
246 152 5 3 238 4 -1 -2 3 0000
173 93 3 2 260 -1 -2 4 -1 0000
204 139 4 2 260 55 -3 0 -1 0000
211 140 4 3 273 -6 0 3 2 0000
169 125 3 2 275 6 -2 -1 0 0000
218 136 4 3 312 45 2 -1 -1 0000
180 106 4 2 304 57 2 1 0 0000
139 92 3 2 284 19 -3 -3 2 0000
189 81 4 2 275 38 1 0 -1 0000
136 88 3 2 289 31 -1 2 -1 0000
101 56 2 1 314 72 -2 4 3 0000
122 120 2 1 295 54 0 -1 -2 0000
121 68 2 1 302 75 -1 3 3 0000
179 117 4 2 306 84 2 6 0 0000
107 45 2 1 309 26 0 3 -1 0000
80 26 2 1 304 46 0 -1 -2 0000
54 2 1 1 261 69 1 -2 3 0000
82 32 2 1 304 65 0 1 -1 0000
61 3 1 1 288 86 1 -3 3 0000
90 60 2 1 280 72 0 -1 -3 0000
68 34 1 1 276 108 0 -2 1 0000
99 39 2 1 250 107 2 1 0 0000
57 47 1 1 267 114 1 2 -3 0000
5 2 0 0 262 107 1 2 -2 0000
17 -46 0 0 256 125 0 0 0 0000
39 4 1 0 225 57 0 3 1 0000
55 41 1 1 241 120 0 0 0 0000
108 38 2 1 206 82 -2 1 -2 0000
53 40 1 1 198 108 0 0 0 0000
48 41 1 1 200 108 -1 3 -1 0000
-9 -28 0 0 152 115 2 -2 -1 0000
38 21 1 0 165 172 -1 1 -2 0000
-13 10 0 0 161 159 -2 0 -2 0000
7 13 0 0 137 169 3 -4 3 0000
50 67 1 1 128 145 3 1 -3 0000
52 46 1 1 100 130 0 1 1 0000
10 14 0 0 112 177 -2 1 2 0000
5 -10 0 0 126 129 0 0 0 0000
13 19 0 0 107 163 2 -2 0 0000
77 -5 2 1 100 167 4 0 1 0000
-61 -26 -1 -1 27 180 0 1 0 0000
16 8 0 0 44 153 0 -2 6 0000
53 34 1 1 39 207 2 1 2 0000
15 20 0 0 13 153 1 -1 1 0000
-16 -14 0 0 -4 206 -1 4 2 0000
39 29 1 0 -12 168 -1 0 0 0000
45 32 1 1 -30 215 2 1 -2 0000
-18 -28 0 0 -57 199 0 3 -2 0000
10 -8 0 0 -57 195 3 -2 -2 0000
39 10 1 0 -30 235 2 0 0 0000
-4 0 0 0 -60 221 2 2 1 0000
18 37 0 0 -87 220 -3 0 1 0000
12 7 0 0 -86 206 4 -1 -2 0000
14 18 0 0 -104 206 -2 3 2 0000
14 -11 0 0 -119 189 -2 1 -6 0000
58 39 1 1 -137 239 -1 1 1 0000
52 28 1 1 -135 238 0 5 0 0000
33 29 1 0 -134 254 -1 0 -2 0000
13 -14 0 0 -165 252 -2 0 0 0000
-31 -8 -1 0 -177 234 5 2 1 0000
-9 -10 0 0 -172 221 2 1 2 0000
53 66 1 1 -196 260 -1 -1 -2 0000
-8 -1 0 0 -207 254 3 -1 -2 0000
10 -10 0 0 -212 254 2 -1 1 0000
52 42 1 1 -191 260 3 -5 0 0000
-20 -18 0 0 -203 263 3 -1 3 0000
72 22 1 1 -208 257 1 4 0 0000
16 15 0 0 -194 288 -1 4 -2 0000
-53 -40 -1 -1 -226 304 4 -2 -7 0000
-11 4 0 0 -222 220 -1 0 3 0000
11 24 0 0 -235 255 2 0 -3 0000
61 26 1 1 -208 274 -2 0 5 0000
52 -30 1 1 -239 288 -2 4 1 0000
41 17 1 0 -244 273 1 2 0 0000
32 -2 1 0 -255 290 -3 -2 3 0000
17 9 0 0 -241 288 2 0 2 0000
5 -6 0 0 -221 316 1 1 0 0000
-13 18 0 0 -301 307 0 -1 -2 0000
51 37 1 1 -256 374 0 -1 1 0000
24 19 0 0 -299 316 1 1 1 0000
50 31 1 1 -249 302 0 0 -2 0000
90 25 2 1 -306 340 3 3 1 0000
33 84 1 0 -296 296 0 1 -4 0000
16 -16 0 0 -274 367 -2 -2 1 0000
51 25 1 1 -284 325 -3 1 1 0000
7 -2 0 0 -272 314 -3 1 -3 0000
34 17 1 0 -292 336 1 -2 2 0000
78 27 2 1 -308 346 -1 -2 -2 0000
2 5 0 0 -276 341 2 -1 3 0000
-7 4 0 0 -308 337 1 -2 -5 0000
-11 -14 0 0 -302 367 -2 0 -2 0000
58 12 1 1 -283 327 -1 2 -3 0000
39 57 1 0 -276 362 0 0 2 0000
59 23 1 1 -271 349 1 2 -1 0000
44 -17 1 1 -287 336 -4 -2 -2 0000
28 20 1 0 -296 369 -3 -1 -1 0000
28 17 1 0 -282 376 -2 2 -1 0000
24 -30 0 0 -277 400 0 2 6 0000
1 6 0 0 -309 376 2 2 -1 0000
25 11 1 0 -320 401 -2 -1 0 0000
12 71 0 0 -313 362 1 -3 0 0000
43 30 1 1 -284 321 0 0 -2 0000
-10 -13 0 0 -280 397 -1 1 2 0000
-13 6 0 0 -262 400 2 -2 0 0000
69 15 1 1 -323 390 0 0 -1 0000
17 33 0 0 -273 356 -2 -1 -1 0000
61 74 1 1 -316 415 -2 0 -3 0000
53 34 1 1 -331 397 1 -3 0 0000
-2 20 0 0 -305 415 1 0 0 0000
-7 -12 0 0 -292 427 2 -1 1 0000
3 -7 0 0 -292 359 0 -5 2 0000
-40 -31 -1 0 -282 416 -1 1 0 0000
26 20 1 0 -306 427 4 1 0 0000
-4 21 0 0 -307 409 0 5 0 0000
-40 -13 -1 0 -292 425 2 -1 1 0000
-37 -12 -1 0 -294 422 0 3 2 0000
5 8 0 0 -296 429 -2 0 1 0000
-23 -6 0 0 -280 410 0 1 -1 0000
-55 -43 -1 -1 -289 414 2 -2 2 0000
-148 -91 -3 -2 -278 399 -1 -1 -1 0000
-118 -82 -2 -1 -308 418 3 -2 2 0000
-222 -117 -4 -3 -320 446 -3 -2 -3 0000
-198 -143 -4 -2 -304 431 -1 -1 0 0000
-229 -164 -5 -3 -284 460 0 1 -2 0000
-172 -109 -3 -2 -317 410 0 -2 1 0000
-166 -79 -3 -2 -303 404 0 2 -1 0000
-188 -69 -4 -2 -311 451 1 1 1 0000
-28 -41 -1 0 -301 457 2 0 2 0000
23 -1 0 0 -285 480 0 -3 0 0000
172 71 3 2 -303 430 -5 2 -2 0000
416 279 8 5 -292 494 -4 2 -1 0000
702 419 14 8 -289 428 0 1 1 0000
1090 668 22 13 -297 463 2 1 -1 0000
1426 853 29 17 -287 434 -1 -2 -4 0000
1773 1085 35 21 -277 484 -3 -1 -1 0000
1823 1135 36 22 -265 441 -2 -1 -2 0001
1652 957 33 20 -255 470 -1 3 3 0000
1410 857 28 17 -277 463 3 -1 0 0000
1067 637 21 13 -268 450 0 -1 0 0000
612 378 12 7 -271 481 4 -2 -1 0000
306 197 6 4 -269 468 3 -2 0 0000
72 15 1 1 -261 487 -1 -1 -1 0000
-12 -15 0 0 -279 467 -3 -2 0 0000
-133 -78 -3 -2 -284 443 0 0 2 0000
-199 -127 -4 -2 -287 456 0 -1 1 0000
-251 -166 -5 -3 -241 496 4 -1 -2 0000
-212 -113 -4 -3 -251 505 3 0 1 0000
-202 -122 -4 -2 -259 466 0 -2 2 0000
-116 -63 -2 -1 -231 474 -5 0 2 0000
-51 -43 -1 -1 -216 480 2 -2 3 0000
-19 -17 0 0 -255 479 0 0 3 0000
45 57 1 1 -235 444 -2 0 1 0000
111 52 2 1 -220 478 -1 1 0 0000
115 72 2 1 -219 478 1 0 -1 0000
110 82 2 1 -205 508 1 2 1 0000
221 153 4 3 -212 475 3 0 1 0000
189 127 4 2 -190 490 -2 2 1 0000
184 125 4 2 -208 447 -1 -2 1 0000
208 141 4 2 -181 521 2 -4 6 0000
234 104 5 3 -190 500 -1 2 0 0000
236 142 5 3 -150 470 -1 -1 -3 0000
233 154 5 3 -166 485 0 -3 0 0000
287 161 6 3 -132 486 1 2 3 0000
278 141 6 3 -139 496 0 1 2 0000
276 180 6 3 -143 520 2 -2 2 0000
252 170 5 3 -108 471 2 -2 0 0000
304 187 6 4 -101 497 -1 -1 0 0000
345 184 7 4 -109 506 1 0 -2 0000
365 211 7 4 -112 446 -1 -2 1 0000
319 228 6 4 -67 509 0 -3 2 0000
414 288 8 5 -74 525 0 -5 1 0000
346 228 7 4 -65 504 -2 2 2 0000
370 243 7 4 -46 504 -1 -1 -1 0000
402 257 8 5 -28 492 0 1 -3 0000
417 218 8 5 -46 503 0 0 -1 0000
410 242 8 5 -26 535 0 -1 3 0000
398 246 8 5 6 476 0 1 0 0000
368 233 7 4 3 506 1 -1 -3 0000
392 235 8 5 42 467 2 0 2 0000
433 223 9 5 25 504 1 2 1 0000
437 276 9 5 66 526 2 -1 0 0000
433 277 9 5 77 516 -2 5 -2 0000
